unnamed02,unnamed01,unnamed0,filename,diff,linearvotersfailure,gamma,mirror,candidates,level,partisan,type,irv1,irv2,condorcet1,plurality1,approval1irv2,condorcet2,plurality2,approval2,approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality,partisan2,State,Date,ElectionType
362,362,362,SanFrancisco_11082011_DistrictAttorney.csv,['Approval'],no,0.84052145,,5,LOCAL,NO,O,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,GEORGE GASCÓN,,GEORGE GASCÓN,GEORGE GASCÓN,SHARMIN BOCK,GEORGE GASCÓN,0.18018018,0.24916367,0.19218011,1.6638907,0.0,SanFrancisco,11082011,DistrictAttorney
363,363,363,SanFrancisco_11082011_Mayor.csv,[],no,0.76776606,,16,LOCAL,NO,E,ED LEE,ED LEE,ED LEE,ED LEE,,ED LEE,ED LEE,ED LEE,ED LEE,0.17017017,0.01674871,0.011017184,2.0649681,0.0,SanFrancisco,11082011,Mayor
364,364,364,SanFrancisco_11082011_Sheriff.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.88416076,,4,LOCAL,NO,O,ROSS MIRKARIMI,CHRIS CUNNIE,ROSS MIRKARIMI,ROSS MIRKARIMI,,CHRIS CUNNIE,ROSS MIRKARIMI,CHRIS CUNNIE,ROSS MIRKARIMI,0.3073073,0.30728853,0.31141996,2.7612271,0.0,SanFrancisco,11082011,Sheriff
365,365,365,SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,"['IRV', 'Condorcet', 'Approval']",no,0.82621825,,10,LOCAL,NO,B,SANDRA LEE FEWER,MARJAN PHILHOUR,SANDRA LEE FEWER,SANDRA LEE FEWER,,MARJAN PHILHOUR,SANDRA LEE FEWER,MARJAN PHILHOUR,SANDRA LEE FEWER,0.15815815,0.0,0.0,0.60627604,0.0,SanFrancisco,11082016,BoardofSupervisorsDistrict1
366,366,366,SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,"['IRV', 'Condorcet']",yes,0.8141343,,5,LOCAL,NO,B,AHSHA SAFAI,KIM ALVARENGA,AHSHA SAFAI,AHSHA SAFAI,,KIM ALVARENGA,AHSHA SAFAI,KIM ALVARENGA,KIM ALVARENGA,0.1991992,0.21164581,0.21164581,2.7621703,0.0,SanFrancisco,11082016,BoardofSupervisorsDistrict11
367,367,367,SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,[],no,1.0,,2,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.995996,0.10587999,0.0,,0.0,SanFrancisco,11082016,BoardofSupervisorsDistrict3
368,368,368,SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,[],no,1.0,,2,LOCAL,NO,B,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,0.993994,0.45393178,0.0,,0.0,SanFrancisco,11082016,BoardofSupervisorsDistrict5
369,369,369,SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,[],no,0.83278167,,5,LOCAL,NO,B,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,0.66166168,0.13225918,0.24687472,1.4118505,0.0,SanFrancisco,11082016,BoardofSupervisorsDistrict7
370,370,370,SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,[],no,0.91840482,,4,LOCAL,NO,B,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,0.23523523,0.017310183,0.0,2.4106581,0.0,SanFrancisco,11082016,BoardofSupervisorsDistrict9
371,371,371,SanFrancisco_11082022_BoardofSupervisorsD10.csv,[],no,1.0,,2,LOCAL,NO,B,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,0.994995,0.15129168,0.0,,0.0,SanFrancisco,11082022,BoardofSupervisorsD10
372,372,372,SanFrancisco_11082022_BoardofSupervisorsD4.csv,[],no,1.0,,2,LOCAL,NO,B,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,0.995996,0.47834861,0.0,,0.0,SanFrancisco,11082022,BoardofSupervisorsD4
373,373,373,SanFrancisco_11082022_BoardofSupervisorsD6.csv,[],no,0.73826164,,4,LOCAL,NO,B,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,0.26126125,0.12351085,0.0,3.01724,0.0,SanFrancisco,11082022,BoardofSupervisorsD6
374,374,374,SanFrancisco_11082022_BoardofSupervisorsD8.csv,[],no,1.0,,2,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.995996,0.005575356,0.0,,0.0,SanFrancisco,11082022,BoardofSupervisorsD8
375,375,375,SanFrancisco_11082022_DistrictAttorney.csv,"['IRV', 'Condorcet']",yes,0.77481455,,4,LOCAL,NO,O,BROOKE JENKINS,JOHN HAMASAKI,BROOKE JENKINS,BROOKE JENKINS,,JOHN HAMASAKI,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,0.33633634,0.23848452,0.3396329,3.4577675,0.0,SanFrancisco,11082022,DistrictAttorney
376,376,376,SanFrancisco_11082022_PublicDefender.csv,[],no,1.0,,2,LOCAL,NO,O,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,0.993994,0.11640441,0.0,,0.0,SanFrancisco,11082022,PublicDefender
377,377,377,SanLeandro_11022010_CountyCouncilDistrict1.csv,[],no,0.99859643,,3,LOCAL,NO,R,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,0.42242241,0.0,0.0,2.7664671,0.0,SanLeandro,11022010,CountyCouncilDistrict1
378,378,378,SanLeandro_11022010_CountyCouncilDistrict5.csv,[],no,1.0,,2,LOCAL,NO,R,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.991992,0.44112507,0.0,,0.0,SanLeandro,11022010,CountyCouncilDistrict5
379,379,379,SanLeandro_11022010_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.74659306,,6,LOCAL,NO,E,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS,,JOYCE RUTLEDGE STAROSCIAK,ANTHONY B. ''TONY'' SANTOS,JOYCE RUTLEDGE STAROSCIAK,STEPHEN H. CASSIDY,0.4914915,0.13873301,0.001593976,3.0757556,0.0,SanLeandro,11022010,Mayor
380,380,380,SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,[],no,1.0,,2,LOCAL,NO,R,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,BRYAN AZEVEDO,0.98999,0.44465792,0.0,,0.0,SanLeandro,11032020,MemberCityCouncilDist2SanLeandroRCV
381,381,381,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,[],no,1.0,,2,LOCAL,NO,R,FRED SIMON,FRED SIMON,FRED SIMON,FRED SIMON,,FRED SIMON,FRED SIMON,FRED SIMON,FRED SIMON,0.991992,0.26770237,0.0,,0.0,SanLeandro,11032020,MemberCityCouncilDist4SanLeandroRCV
382,382,382,SanLeandro_11042014_CountyCouncilDistrict1.csv,[],no,0.8538695,,4,LOCAL,NO,R,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,0.2002002,0.0,0.0,2.1955178,0.0,SanLeandro,11042014,CountyCouncilDistrict1
383,383,383,SanLeandro_11042014_CountyCouncilDistrict3.csv,['Approval'],no,0.90945578,,3,LOCAL,NO,R,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,,LEE THOMAS,LEE THOMAS,VICTOR AGUILAR,LEE THOMAS,0.43743744,0.21209826,0.0,2.4989769,0.0,SanLeandro,11042014,CountyCouncilDistrict3
384,384,384,SanLeandro_11042014_CountyCouncilDistrict5.csv,['Approval'],no,0.80461258,,3,LOCAL,NO,R,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,,CORINA LOPEZ,CORINA LOPEZ,MIA OUSLEY,CORINA LOPEZ,0.98598599,0.26319259,0.50867999,1.6646593,0.0,SanLeandro,11042014,CountyCouncilDistrict5
385,385,385,SanLeandro_11042014_Mayor.csv,[],no,0.92543751,,4,LOCAL,NO,E,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.22522523,0.064241126,0.0,2.9378726,0.0,SanLeandro,11042014,Mayor
386,386,386,SanLeandro_11062012_CountyCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Plurality']",yes,0.90278274,,3,LOCAL,NO,R,URSULA REED,MORGAN MACK-ROSE,URSULA REED,URSULA REED,,MORGAN MACK-ROSE,MORGAN MACK-ROSE,MORGAN MACK-ROSE,MORGAN MACK-ROSE,0.44444445,0.34588638,0.45525745,3.1211801,0.0,SanLeandro,11062012,CountyCouncilDistrict2
387,387,387,SanLeandro_11062012_CountyCouncilDistrict4.csv,[],no,0.76987249,,4,LOCAL,NO,R,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,,BENNY LEE,BENNY LEE,BENNY LEE,BENNY LEE,0.3103103,0.29305139,0.31803191,2.4142051,0.0,SanLeandro,11062012,CountyCouncilDistrict4
388,388,388,SanLeandro_11062012_CountyCouncilDistrict6.csv,[],no,1.0,,2,LOCAL,NO,R,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,0.98999,0.4253962,0.0,,0.0,SanLeandro,11062012,CountyCouncilDistrict6
389,389,389,SanLeandro_11062018_CountyCouncilDistrict1.csv,[],no,0.76261246,,3,LOCAL,NO,R,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,0.51351351,0.19048427,0.0,1.2922121,0.0,SanLeandro,11062018,CountyCouncilDistrict1
390,390,390,SanLeandro_11062018_CountyCouncilDistrict3.csv,[],no,1.0,,2,LOCAL,NO,R,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.",LEE THOMAS,LEE THOMAS,0.990991,0.48216408,0.0,,0.0,SanLeandro,11062018,CountyCouncilDistrict3
391,391,391,SanLeandro_11062018_CountyCouncilDistrict5.csv,[],no,1.0,,2,LOCAL,NO,R,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,CORINA N. LOPEZ,0.992993,0.23807955,0.0,,0.0,SanLeandro,11062018,CountyCouncilDistrict5
392,392,392,SanLeandro_11062018_Mayor.csv,[],no,0.89574873,,4,LOCAL,NO,E,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.18018018,0.0,0.0,2.3905785,0.0,SanLeandro,11062018,Mayor
393,393,393,SanLeandro_11082016_CountyCouncilDistrict2.csv,[],no,1.0,,2,LOCAL,NO,R,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,ED HERNANDEZ,0.992993,0.43029696,0.0,,0.0,SanLeandro,11082016,CountyCouncilDistrict2
394,394,394,SantaFe_03062018_CityCouncilDistrict2.csv,['Approval'],no,0.86289549,,3,LOCAL,NO,R,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,,Carol Romero-Wirth,Carol Romero-Wirth,Nate Downey,Carol Romero-Wirth,0.41941941,0.20901474,0.0,1.9516054,0.0,SantaFe,03062018,CityCouncilDistrict2
395,395,395,SantaFe_03062018_CityCouncilDistrict4.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.71303284,,3,LOCAL,NO,R,JoAnne Vigil Coppler,Eric John Holmes,JoAnne Vigil Coppler,JoAnne Vigil Coppler,,Eric John Holmes,JoAnne Vigil Coppler,Eric John Holmes,JoAnne Vigil Coppler,0.5025025,0.5008077,0.50938922,3.4296563,0.0,SantaFe,03062018,CityCouncilDistrict4
396,396,396,SantaFe_03062018_Mayor.csv,[],no,0.42396313,,5,LOCAL,NO,E,Alan Webber,Alan Webber,Alan Webber,Alan Webber,,Alan Webber,Alan Webber,Alan Webber,Alan Webber,0.83183181,0.10651658,0.0,2.8658407,0.0,SantaFe,03062018,Mayor
397,397,397,Springville_11022021_CityCouncil2yr.csv,[],no,0.89083403,,3,LOCAL,NO,R,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,0.45145145,0.097895727,0.0,3.1438038,0.0,Springville,11022021,CityCouncil2yr
398,398,398,Springville_11022021_Mayor.csv,[],no,0.72385621,,3,LOCAL,NO,E,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,0.55255258,0.13341534,0.0,0.34285036,0.0,Springville,11022021,Mayor
399,399,399,StLouisPark_11022021_CityCouncilWard2.csv,[],no,1.0,,2,LOCAL,NO,R,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,0.0,0.0,,0.0,StLouisPark,11022021,CityCouncilWard2
400,400,400,StLouisPark_11022021_CityCouncilWard3.csv,[],no,0.91200596,,3,LOCAL,NO,R,Sue Budd,Sue Budd,Sue Budd,Sue Budd,,Sue Budd,Sue Budd,Sue Budd,Sue Budd,0.51351351,0.08010982,0.0,2.9074035,0.0,StLouisPark,11022021,CityCouncilWard3
401,401,401,TakomaPark_11082022_CityCouncilWard1.csv,[],no,0.82707876,,3,LOCAL,NO,R,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,0.44944945,0.19864881,0.0,1.519442,0.0,TakomaPark,11082022,CityCouncilWard1
402,402,402,TakomaPark_11082022_CityCouncilWard3.csv,['Approval'],no,0.7718659,,5,LOCAL,NO,R,Randy Gibson,Randy Gibson,Randy Gibson,Randy Gibson,,Randy Gibson,Randy Gibson,Alex Hadden,Randy Gibson,0.048048049,0.083071202,0.16480596,3.136744,0.0,TakomaPark,11082022,CityCouncilWard3
403,403,403,TakomaPark_11082022_CityCouncilWard5.csv,['Approval'],no,0.85626286,,3,LOCAL,NO,R,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,,Cara Honzak,Cara Honzak,A. J. Campbell,Cara Honzak,0.44944945,0.32063198,0.45729676,2.7747545,0.0,TakomaPark,11082022,CityCouncilWard5
404,404,404,TakomaPark_11082022_CityCouncilWard6.csv,"['IRV', 'Condorcet']",yes,0.67384613,,7,LOCAL,NO,R,Jason Small,Mike Moore,Jason Small,Jason Small,,Mike Moore,Jason Small,Mike Moore,Mike Moore,0.5925926,0.00117699,0.002018343,0.14242458,0.0,TakomaPark,11082022,CityCouncilWard6
405,405,405,TakomaPark_11082022_Mayor.csv,[],no,0.71481156,,6,LOCAL,NO,E,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,,Talisha Searcy,Talisha Searcy,Talisha Searcy,Talisha Searcy,0.11611611,0.006001051,0.000259423,1.4705008,0.0,TakomaPark,11082022,Mayor
406,406,406,Vineyard_11022021_Mayor.csv,[],no,0.80091089,,3,LOCAL,NO,E,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,0.15515515,0.10893887,0.0,1.8652675,0.0,Vineyard,11022021,Mayor
407,407,407,Vineyard_11052019_CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",no,0.23783287,,7,LOCAL,NO,R,CRISTY WELSH,G. TYCE FLAKE,CRISTY WELSH,CRISTY WELSH,,G. TYCE FLAKE,G. TYCE FLAKE,G. TYCE FLAKE,CRISTY WELSH,0.12712713,0.080338739,0.16067748,3.3475266,0.0,Vineyard,11052019,CityCouncil
408,408,408,WoodlandHills_11022021_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.86259544,,3,LOCAL,NO,E,BRENT WINDER,BENJAMIN J HILLYARD,BRENT WINDER,BRENT WINDER,,BENJAMIN J HILLYARD,BRENT WINDER,BENJAMIN J HILLYARD,BRENT WINDER,0.97297299,0.38485765,0.41149464,2.2428439,0.0,WoodlandHills,11022021,Mayor
409,409,409,Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,[],no,0.73334634,,9,FEDERAL,,E,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,0.25825825,0.0,0.0,0.31229788,,Wyoming,04172020,PRESIDENTOFTHEUNITEDSTATES
